title,date,text,link
New budget forbids MTA from using facial recognition to bust fare evaders,2024-05-04 00:00:00,"The Metropolitan Transit Authority has been barred from using facial recognition software to bust fare evaders, according to a new measure quietly passed in Albany.

The prohibition was slipped unnoticed into the state’s $237 billion budget, which passed last month.

The new law states the MTA must “not use, or arrange for the use, of biometric identifying technology, including but not limited to facial recognition technology, to enforce rules relating to the payment of fares.”

3 Critics argue facial recognition technology “could invade upon people’s lives.” Christopher Sadowski

Like many tweaks, the measure was shoehorned into the budget without public debate or comment.

State Assemblymember Zohran Mamdani of Queens told told Gothamist that facial recognition technology was a concern because it “could invade upon people’s lives through expanded surveillance and through the criminalization of just existing within the public sphere.”

The Democratic Socialist later insisted to The Post he wasn’t involved with the measure to ban the tech.

The chronically cash-strapped agency lost $700 million to fare theft in 2023, according to the Citizens Budget Commission.

3 The NYPD does not use facial recognition to assist in finding fare evaders. Paul Martinka

3 Mamdani said the MTA using facial recognition technology would be concerning. Zohran Kwame Mamdani/facebook

The New York Police Department also does not use facial recognition to assist in finding fare evaders, an police spokesman said.

Albany Republicans expressed outrage at the new rule.

“As New York continuously becomes an unsafe and an unfordable place to live, our state government continues to tie the hands of our law enforcement and not hold people accountable for their actions,” said Brooklyn GOP Assemblyman Michael Tannousis. “The MTA loses $700 million a year in fare evasion and instead of giving the right tools to retain these funds, they are relying on congestion pricing to raise $1 billion from our hardworking middle class.”",https://nypost.com/2024/05/04/us-news/new-budget-forbids-mta-from-using-facial-recognition-to-bust-fare-evaders/
New York Transit Agency Intentionally Slowing Buses to Punish Riders for Fare Evaders,2022-05-23 13:00:00+00:00,"Every New York City bus has at least two doors, one at the front and one in the rear. Longer articulated buses also have a center door, which functions like a second rear door. Passengers board at the front, where they pay the fare. They exit (usually) through the rear door. This is how the bus has worked for decades. And it made some sense in the days of physical fare payment systems like coins, tokens, or by dipping their MetroCard in the machine.

But, today, it’s a flawed system that slows down buses. If more than one person is boarding the bus, a line must form to pay the fare. The rear door goes unused while people wait at the front to get on the bus. It is also a system that encourages people to not pay the fare since it is faster and easier for some people to go through the rear door. And the only fare enforcement mechanism is the bus driver, who isn’t in a position to act as a fare enforcer.

Videos by VICE

Fortunately, there is a solution to this, enabled by modern ways to pay fares like tap-to-pay systems: Install payment readers at all doors or somewhere else on the bus, like they do in many other countries. Should fare evasion be a concern to the powers that be, employ fare checkers to spot-check riders. If fare evasion is as big of a problem as the transit agency thinks it is, the fare-checkers will at the very least pay for themselves. It’s the way fare payment works on transit systems around the world.

But New York City’s transit system, run by the Metropolitan Transportation Authority, is doing a peculiar thing. It took the time and money to do the hardest and most expensive part of this improved system, mainly installing payment readers at all doors of every bus in the system. But it is refusing to turn on the ones at the rear doors. “FRONT DOOR ONLY,” these readers say.

The MTA is doing this because it’s worried about fare evasion. The MTA was supposed to test 10 local routes for all-door boarding but has since backpedaled. The MTA is doing this even though all-door boarding has been proven to reduce fare evasion, and also makes bus trips faster and thus better.

Last week, eight local politicians sent a letter to MTA Chairman and CEO Janno Lieber expressing “concern” that the MTA is still not allowing all-door boarding. “All-door boarding has been shown to be an effective tool to reduce dwell time at bus stops, and must be a strategy we employ to speed up our buses, improve on-time performance, and improve ridership across the board.”

The letter acknowledges—and the MTA does not dispute—that the main reason for this is because of high rates of fare evasion. “We appreciate that the Council Members and Borough President understand our concern with fare evasion on a system where currently one out of three bus riders evades the fare,” MTA spokesperson Michael Cortez said in a statement. “We look forward to working with them on impactful measures that will increase bus speeds including new bus lanes, camera enforcement and route redesign.”

Fare evasion has been an MTA bugaboo on and off for several decades, popping up when the city gets swept up in the latest crime wave or quality-of-life fever or when the MTA needs to deflect attention from its own systemic mismanagement. This is unfortunate because, in this case, the thing the MTA isn’t doing because of fare evasion is actually a proven solution to fare evasion. All-door boarding exists in New York City already, albeit only on the 20 Select Bus Service routes, which have existed with all-door boarding for 15 years. According to the MTA’s own metrics, those Select Bus Service routes have lower fare evasion rates than all other buses, and those rates actually fell over time—to just 2.2 percent in 2018—compared to the rapidly rising fare evasion rates on local buses. It is worth noting that the SBS operates essentially on the honor system, with fare inspectors occasionally checking for proof of payment at certain stops. The MTA’s own 2018 study on fare evasion concluded the supposed spike in fare evasion had nothing to do with rear door boarding. “The majority of the [fare evasion] increase is due to more front door evasion,” it found.

But one doesn’t have to dig into obscure years-old reports buried on the MTA’s website to know this. In a list of “On Background” points sent to Motherboard—a provision Motherboard never agreed to and will therefore be quoting as it is central to the issue this article is highlighting—Cortez acknowledged turning on the rear-door payment readers would help reduce fare evasion. “The fare payment area on buses is currently adjacent only to the front door. Individuals who may enter the rear door when it is opened to allow customers to off-board do not have ready access to a fare payment, which observations have shown makes fare payment less likely.” This is common sense: More people will pay the fare if they can actually, physically pay the fare.

The MTA says it will roll out all-door boarding on all buses when the full OMNY rollout, the agency’s new fare payment system, is completed and accommodate all types of fares and payment options. But there’s no reason to wait. Just look at the subway, where OMNY readers were installed at every turnstile. Anyone who doesn’t want to or can’t use OMNY can still use a MetroCard like they have for decades. Likewise, anyone who still relies on MetroCards can still board at the front of the bus. Or look at the commuter railroads which the MTA also runs. They have been operating on a “proof of payment” system with all-door boarding where ticket checking is sporadic at best.

In fact, the commuter railroads are illustrative of how fare evasion is little more than a societal construct. It is close to impossible to evade the fare on the commuter rail lines in any criminal sense. If the ticket checker comes through and you haven’t bought a ticket, you can simply buy a ticket from them, or pull out your phone and buy a ticket using the mobile app, which the ticket checker will then scan. No such option exists for buses. Of course, New York City’s buses are primarily ridden by people of lower income, people of color, immigrants, and the elderly, while commuter railroads mostly serve middle-to-upper-middle class suburbs.

What the MTA’s nonsensical and self-contradictory anti-all-door-boarding policy amounts to is punishing all bus riders with slower buses for the behavior of a minority. The MTA fully admits it could turn the rear door payment readers on if it wanted, but it is mad at some bus riders, so it won’t.

“We can’t say concretely how enabling all-door boarding would affect the MTA’s interpretations of fare evasion, but we do know that it would make service faster and easier for people who rely on the bus, in addition to improving operator safety,” said Ashley Pryce, Advocacy and Organizing Manager with the New York-based nonprofit TransitCenter. “With OMNY readers now installed on all buses, MTA has the infrastructure in place to make trips more seamless. It’s a waste of money not to use it when the benefit for riders would be so great.”

Will the MTA actually enable all-door boarding when the OMNY rollout is done, likely in 2024? If all-door boarding would supposedly lead to more fare evasion now, why wouldn’t it in two years? In late April, the MTA announced the creation of a Blue Ribbon Panel to study the issue of fare evasion. The MTA’s announcement says the panel will “develop recommendations to reduce fare evasion.” Perhaps it will recommend doing something that has already worked, right here in New York: letting people pay at all the doors.",https://www.vice.com/en/article/new-york-transit-agency-intentionally-slowing-buses-to-punish-riders-for-fare-evaders/
"MTA adds fare checkers to buses, Letters",2024-08-30 00:00:00,"The Issue: MTA adding fare checkers to buses, which are especially vulnerable to fare evasion.

The MTA’s idea of hiring fare inspectors for buses is comical and recalls former Mayor Bill de Blasio’s so-called violence interrupters (“MTA is getting fare-beaten up,” Aug. 27).

I hope these inspectors are given major medical coverage, because they’re going to need it.

Some of the fare-beaters are the same people who will attack you on the subway for looking at them wrong.

Working as a fare inspector sounds like the worst job ever.

Robert Mangi

Garden City

My grandfather was a fare collector in the 1950s on the Detroit Street Railroad.

Each car had two employees, a driver and a fare collector.

Passengers entered via the back door (where the fare collector was located) and exited by the front door.

It seems to me that the MTA is losing revenue to hire a fare collector for every NYC bus.

A better solution would be: Stop the bus and notify police to arrest farebeaters if they refuse to pay.

This would solve the revenue problem.

Dick Vale

Schenectady

Sure, stop the bus riders from boarding through the back door.

Set up turnstiles, so they can’t be jumped.

But most importantly, ensure there is no longer false overtime pay, which is costing the MTA millions.

Bunny Abraham

Manhattan

This year marks the 55th anniversary of when NYC bus drivers stopped giving change for cash fare.

Safety increased for everyone, as previously drivers dealt with potential robbery while in service.

Instead, they spent more time concentrating on driving and less time making change for riders.

Even with the recent price increase, the OMNY card is a great bargain: Riders should pay the fare.

Larry Penner

Great Neck

The idea that revenue from congestion pricing should subsidize the MTA is absurd, when fare evaders are bleeding the system dry.

Thomas Urban

Wantagh

Start and end your day informed with our newsletters Morning Report and Evening Update: Your source for today's top stories Thanks for signing up! Enter your email address Please provide a valid email address. By clicking above you agree to the Terms of Use and Privacy Policy. Never miss a story. Check out more newsletters

The Issue: Former President Donald Trump’s controversial visit to Arlington Cemetery this week.

Miranda Devine wrote an excellent synopsis of the Afghanistan withdrawal under the incompetent leadership of President Biden (“Callous Joe’s military horror,” Aug. 29).

A suicide bomber killed 13 American soldiers and injured scores of others.

For Biden to want to blame former President Donald Trump is cowardice.

America, vote for your country, not based on your hatred toward one man.

Chelli Nobile

East Islip

Regarding Devine’s column about Trump’s wreath-laying ceremonies at Arlington National Cemetery for Gold Star families: It’s interesting how soon we all forget Trump’s past comments about veterans.

Trump has reportedly called Americans who died in war “losers and suckers” because there was nothing in it for them.

He allegedly wanted to keep wounded veterans out of his parades because he didn’t like how they looked.

This visit was a show to make him look sympathetic to the public’s eye: Bringing a videographer and photographer to the event was actually prohibited.

Empathy was not the motivator here. Let’s wake up and see the light, people.

Frank Russo

Centereach

Want to weigh in on today’s stories? Send your thoughts (along with your full name and city of residence) to letters@nypost.com. Letters are subject to editing for clarity, length, accuracy, and style.",https://nypost.com/2024/08/30/opinion/mta-adds-fare-checkers-to-buses-letters/
MTA to start crackdown on fare evasion in September after reporting $315M in losses,2023-08-03 00:00:00,"The Metropolitan Transportation Authority will begin its long-awaited fare-beating crackdown next month on city buses — following $315 million in losses last year.

Unarmed fare enforcement agents, typically reserved for select bus service routes, were deployed Thursday to start manning local bus service for the first time. But enforcement starts in September.

Passengers on SBS routes swipe their MetroCards before getting on and are required to show their receipts to the agent. But on a regular-service bus, riders swipe their cards in front of the driver — or, in some cases, they just don’t pay.

Fare evasion on buses accounted for nearly half of the estimated $700 million the MTA lost to non-payment in 2022.

“All of a sudden, buses have become the No. 1 fare evasion problem,” said MTA chairman Janno Lieber. “That is money we should be using to provide better transit, but, instead, it’s totally lost.”

He added: “It’s not fair to the millions of riders who play by the rules.”

The agency said the agents would first focus on routes that hit the Fulton Street Mall, Kips Bay or the Staten Island Ferry Terminal.

The MTA is set to begin its crackdown on fare-beating on city buses in September. Christopher Sadowski

City Transit chief Rich Davey added that the agents will spend much of the next six weeks issuing warnings and passing out information about the Big Apple’s reduced fare options for low-income New Yorkers before they start writing summonses in mid-September.

A report issued by the MTA earlier this year estimated the agency lost $691 million in 2022 alone due to riders skipping out on paying the fare — $315 million of that was attributed to riders walking onto the Big Apple’s buses without swiping their MetroCard or tapping on OMNY.

The agency has also announced plans to tighten the gearing on subway turnstiles to make it harder for fare-beaters to slip through and expects to detail plans for a complete redesign of the system’s entry barriers with new high-tech gates that are harder to jump over.",https://nypost.com/2023/08/03/crackdown-on-nyc-bus-fare-evasion-to-begin-in-september/
Opinion | The Solution to New York’s Transit Problem Is So Obvious Nobody Wants to Hear It,2024-09-05 00:00:00,"Traveling recently on the London Tube and on the city’s double-decker buses, I wondered, as I have many times before, why New York City can’t have a comparable public transit system: safe, clean platforms; turnstiles that function with smart technology; a functioning messaging system and schedules that operate largely on time. Why are such basics unimaginable in New York?

Instead, as New Yorkers know well and international visitors are appalled to discover, we have a system that went from a source of pride to one of embarrassment. There are many reasons for the subway’s woes, from its basic funding structure to exorbitant costs to the Metropolitan Transportation Authority’s chronic mismanagement, all exacerbated by Gov. Kathy Hochul’s disastrous decision to abandon congestion pricing. Yes, it could and has been worse. I can remember the child’s nightmare of the subway of the 1970s and ’80s. But it’s an especial affront to see the system degrade so profoundly after a period of improvement.

Now, as if to return the city’s insult, many straphangers and bus riders are no longer paying for this diminished privilege. According to The Times, 48 percent of the city’s bus passengers skip paying their fare, among the worst rates of compliance in the world and up from 18 percent in 2018. Nearly a sixth of riders slip onto the subway without paying. Every day, over a million New Yorkers neglect to pay for public transit in New York.

If it’s easy for New Yorkers to locate blame for the system’s problems, it’s harder to admit the reasons behind the public’s malfeasance. The truth is passengers don’t pay because they can get away with it. The harder truth is that the city lets them. And the hardest truth is that the best solution is more policing.",https://www.nytimes.com/2024/09/05/opinion/public-transit-subway-bus-police.html
The MTA’s Farebeating Crackdown on Buses Is a Mess,2024-02-27 21:45:40+00:00,"We will never refer to Corona, Queens, as ""flyover country.""

Hell Gate is owned & run by journalists covering NYC.

About

We will never refer to Corona, Queens, as ""flyover country.""

Become a paid subscriber to Hell Gate to access all of our posts.

4:45 PM EDT on February 27, 2024

Great! You’ve successfully signed up.

Welcome back! You've successfully signed in.

Your link has expired.

Success! Check your email for magic link to sign-in.

Success! Your billing info has been updated.

Your billing was not updated.",https://hellgatenyc.com/the-mtas-farebeating-crackdown-on-buses-is-a-mess/
“Laissez Fares:” The MTA’s War on Fare Evasion,2024-08-22 11:00:00+00:00,"As fare evasion has continued to hemorrhage the MTA’s budget, the agency has begun to crack down on its riders.

Become a paid member to listen to this article

When I moved to New York, I thought fare dodging was a rite of passage, an initiation to be a real New Yorker. While clumsy tourists fumble for their MetroCards, fare-dodgers gracefully leap over the turnstiles in stride, sometimes in broad daylight, right in front of an absent-minded MTA worker. For some, fare evasion is a middle finger to the MTA. For others, they simply don’t feel like paying or aren’t able to. The practice of fare evasion isn’t new, but as our public transit systems have evolved, so have evasion and policing tactics.

Regardless of your ethical stance on fare evasion, we can agree it has reached new levels of creativity, ingenuity, and athleticism. Some fare evaders opt to channel their inner Olympic hurdler, catapulting over the gates with a boost from their forearms. Others may limbo under the turnstile—a less dignified approach but it gets the job done. Most will take the path of least resistance, walking through the “emergency gates.” Some might even conspire with a friend by entering through the gates with a fellow rider on their shoulders. The MTA calls this “piggybacking” and it accounts for up to 1% of fare evasion crimes.

Since the pandemic, fare evasion has reached unprecedented levels, which many attribute to the city’s decision to temporarily offer free bus services. This decision backfired when riders became accustomed to free rides. Riders carried this laissez-faire attitude to the subway system, costing the MTA $690 million in lost fares in 2023 alone.

But the MTA wants you to know there is no such thing as a free ride. The agency is trying to bounce back from its $20 billion deficit and is desperate to retrieve lost revenues. To do so, the MTA has begun testing strategies outlined in its Blue Ribbon Report, a comprehensive study that engaged city council members, community activists, and riders on how to combat fare evasion.

The Evolution of Fare Evasion in NYC

New York has been grappling with fare evasion since the inception of public transit. The original method of fare collection on the subway involved “ticket choppers,” guard-operated machines that chopped up paper tickets. This method of collection led to a myriad of problems, from long lines to tickets blowing away in the wind, and riders or subway employees easily passing through without paying.

The first turnstiles, a four-arm wooden model, were introduced to the Interborough Rapid Transit (IRT) in the 1920s. An article announcing the installation of these new devices in the Electric Railway Journal notes that the machines leave “no way for a passenger to enter without paying. The human element of employees is entirely eliminated because every coin that is inserted is automatically counted on a recorder. There is no longer the opportunity for either the passengers or employees to practice the abuses formerly common.” Or so they thought at the time…

Electric Railway Journal 1921-11: Vol 58 Iss 22

Riders used nickels to get through the first turnstiles. New models were unveiled at the World’s Fair in 1939-40 and the three-arm models were introduced in the 1950s. Subway tokens were also introduced in the 1950s.

The Transit Museum has a display of “slugs”—also known as “washers”—fake coins used as counterfeit subway tokens. Slugs became so mainstream that they ascended to the zeitgeist of the 1990s, featured in the “Baby Shower” episode of Seinfeld. In the show, Kramer suggests Jerry hire a Russian immigrant who sells “slugs” to help him steal cable television. Subway token black markets emerged, forcing the MTA to keep redesigning the subway token, abandoning its signature “Y token” for more sophisticated designs.

“Token Sucking” was a common practice in the 1980s. This involved stuffing turnstiles with paper or cardboard to purposely jam the machine. After riders inserted their tokens but failed to gain access through the turnstile, they would wander off to report the malfunction to an MTA worker. At that moment, a vigilante would appear. In violation of probably every CDC guideline in the book, the perpetrator would do their best impression of Kirby from Super Smash Bros. and inhale the token from the machine. Token sucking became so prevalent that officers resorted to spraying turnstile slots with mace.

Today’s turnstile dates back to 1994. MetroCards were introduced that year, using technology to communicate with the station terminal and a computer in the booth. You may have spotted the latest advancement in turnstile—“Fare Gates”—at ten stations across the city including the 125th Street station in Harlem and the Port Authority Bus Terminal. Designed to curb turnstile hopping, the gates are a product of the MTA’s “fare evasion lab.” Instead of a turnstile mechanism, these fare gates have doors that are more difficult to climb over.

Marc A. Hermann / MTA

The “Psychology” of the Fare Evader

The MTA has hired a “behaviorist” to study the psychology of the fare evader, conceding that evasion is not just a crime of opportunity but “an existential challenge.” But this expert didn’t find anything that wasn’t obvious to the everyday commuter.

The Blue Ribbon report breaks evaders into five archetypes: the opportunistic evader, the frustrated evader, the economically stressed evader, the student evader, and the determined evader. The MTA suggested tailoring its response strategies depending on the assailant. For the opportunistic evader, the MTA will hire security guards to man the emergency gates; for the economically stressed evader, the MTA suggested increasing the income threshold to qualify for the “fare fair” subsidy requirement which gives low-income riders a 50% discount. The subsidy is not actually distributed by the MTA but by the Human Resources Administration, a city-operated agency. The HRA’s new program—which increases the income threshold to 140% of the national poverty level—still falls short of the 200% benchmark that transit activists have been pursuing for the last decade.

Fare evasion has become more mainstream, moving beyond the shady underworld it used to inhabit. Subway fares have increasingly become more expensive over the years. Even when accounting for inflation, today’s subway fare is still nearly twice as expensive as it was throughout the twentieth century. While incremental changes from $2.75 to $2.90 don’t seem like much, it can be a major blow for low-income riders. The fare evasion epidemic is a direct consequence of this “subway-flation.”

New Methods of Fare Policing

The MTA’s surveillance has not gone full 1984, assigning social credit scores to passengers who misbehave. But the Adams’ administration has made a concerted effort to beef up its police presence on public transit by increasing spending on police in subway terminals from $4 million to $155 million in 2023. While this initiative was not entirely devoted to fare evasion, it’s not a coincidence that its launch immediately followed the Blue Ribbon Report.

This enforcement has required more manpower than the NYPD can spare. The Adams administration has hired private security teams to monitor petty crimes like fare evasion. The MTA’s “Eagle Teams,” teams of private officers who sweep MTA buses to verify each passenger’s proof of payment, are a product of the Blue Ribbon Panel Report. These teams have been scattered across the five boroughs, targeting the city’s bus lines, where nearly half of passengers don’t pay to ride.

Eagle Teams Ticketing Passenger: Marc A. Hermann / MTA

I had the pleasure of running into one of these teams on my daily commute, riding the M60 between the Upper West Side and Harlem. The team boarded the bus like a DEA sting operation, issuing summonses and accosting passengers. Along with some of my fellow riders, I was slapped with a $100 ticket and instructed to disembark the bus and wait for the next one. I decided to take a miserable walk of shame instead, contemplating the MTA’s sad state of affairs.

Our founder Michelle Young had a similar experience: “I was also stopped on the M60 bus to LaGuardia Airport. I had my ticket for the SBS but I couldn’t find it. I opened my suitcase on the sidewalk to search for it, which was mortifying. However, I found it in the end!”

New York has the slowest bus system in America, a fact I learned while speaking with Danny Pearlstein, President of the Riders Alliance, an organization of transit activists who consulted on the city’s Blue Ribbon Report. Pearlstein is currently promoting the Better Bus Initiative, a fight that is especially timely as the city will discontinue its free bus pilot program later this year. The pilot offered one free bus line in each borough.

Pearlstein argues that the MTA’s “precision policing” is simply an offshoot of “broken windows,” a policy that unfairly targets Black and Brown riders for petty offenses. The NYPD released a public dataset on all of the fare evasion tickets and summonses it has distributed. The Community Service Society sifted through this data, exposing the MTA’s false narrative that monitoring fare evasion can curb violent crime rates. Their spatial analysis revealed that the NYPD was disproportionately targeting the outer boroughs and three times more likely to issue a fare evasion ticket in a Black neighborhood with a 25% poverty level than in a white neighborhood below this threshold. The most ticketed subway stations, with respect to foot traffic, were Beach 44th, Beach 60th, and Beach 90th, all off the A train in the Rockaways. In reverting to the “broken windows” rhetoric of the Giuliani era, the MTA seems to be stuck in the “token-sucking” days of the 1990s.

Moving Beyond Band-Aid Solutions

The Blue Ribbon Report seemed to come to the same conclusion as most New Yorkers: fare evaders are not conniving freeloaders. However, transit activists argue that the report ignores the agency’s complicity in the fare evasion epidemic. As the MTA rolls back its free bus initiative—and ramps up its policing of subway terminals—it’s unclear whether the report’s conclusions will be substantiated by action.

If the MTA wants to permanently seal the annual hole in its budget that fare evasion induces, it needs to address the obvious culprit: the lack of affordability. Bringing the minimum threshold to qualify for the “fair fare” program to 200% of the poverty level is a start. But it only gets New York on a level playing field with its contemporaries, like Chicago and San Francisco.

Cities like Boston have implemented permanent free bus initiatives, which have not only made transit more equitable but also alleviated strains on its metro system. More importantly, it has eased the burden on low-income riders, saving bus riders in the Boston area from $6 million in fare expenses.

Underground NYC Subway Tour BOOK NOW

The Adams’ administration has cited several high-profile crimes to justify deploying more officers in subway terminals. But fare evaders are the ones really paying the price of that surveillance. Until public transit is discussed as a basic human right, fare evasion will continue to be the scapegoat for the MTA’s financial woes. Rather than conflating fare evasion with violent crime, fare evasion should be approached as a crisis of affordability, just like housing instability and food insecurity.

Next, check out Secrets of the NYC Subway",https://www.untappedcities.com/laissez-fares-mta-fare-evasion/
"As nearly half of NYC bus riders don’t pay, MTA deploys inspectors to combat fare evasion",2024-08-28 17:32:17+00:00,"The Metropolitan Transportation Authority is ramping up its efforts to stop fare evasion in the bus system following a report that nearly half of all riders are not paying. The MTA on Monday revealed that new unarmed fare inspectors will be deployed on local buses throughout the city to enforce fare payment, with fare evaders being asked to leave the bus and potentially facing a summons or arrest. The city bus system has the worst fare evasion problem of any major city in the world, costing the transit agency more than $300 million every year.

New York City’s fare evasion problem has intensified since the pandemic. In 2022, the MTA lost $315 million in revenue from bus fare evasion and $285 million as a result of subway fare evasion, according to a 2023 MTA report.

The rate of fare evasion was at roughly 18 percent in 2018, according to the New York Times.

Under the initiative, inspectors will monitor passengers who skip the fare and escort them off at bus stops staffed by NYPD officers. These officers may issue a summons ranging from $50 to $100, or in certain cases, arrest them, as reported by Gothamist.

NYPD officers will join the fare inspectors, who are part of the MTA’s “EAGLE” fare enforcement unit, on bus routes identified as particularly prone to fare evasion.

This effort builds on a similar crackdown last year, which saw EAGLE members on local bus routes and NYPD officers stationed at 20 stops across the city. Despite these measures, bus fare evasion grew from about 35 percent in 2023 to 47 percent earlier this year.

The Transport Workers Union Local 11 said MTA bus drivers are not encouraged to enforce fares due to concerns over harassment, assault, or worse—a policy influenced partly by the fatal stabbing of a bus driver in 2008 who told a passenger to pay the fare. In April 2023, a bus driver was grazed by a bullet fired by a man who was removed from the bus after refusing to pay the fare, according to Gothamist.

Stopping fare evasion is crucial for the MTA, which is still struggling to secure funding for numerous transit projects that were originally set to be funded by congestion pricing before Gov. Kathy Hochul paused the program.

The new crackdown will continue until the MTA sees evidence that more riders are paying the fare. The NYPD will reassign officers to staff the new initiative, an NYPD spokesperson told Gothamist.

During his tenure, Mayor Eric Adams has spearheaded a system-wide crackdown on fare evasion, focusing primarily on the subway system, despite the majority occurring on buses. According to Gothamist, fare evasion arrests in the subways increased by approximately 250 percent between 2022 and 2023, while police issued 160 percent more evasion tickets.

RELATED:",https://www.6sqft.com/mta-bus-fare-evasion-nyc/
Commuters outraged over proposed MTA fare and toll hikes,2023-06-27 00:00:00,"Concerned commuters gathered at MTA Headquarters in Manhattan on Monday night to speak their minds at the final MTA public hearing on proposed fare and toll hikes.

“A price hike now is going to affect other students and the millions of New Yorkers who take the train every day,” college student Sabil Manai said.

What You Need To Know The MTA proposes fare hikes every other year, but they were on hold due to the COVID-19 pandemic



People testifying on Monday say now is not the time to bring fare hikes back



Under the MTA's proposal, the cost of a subway ride would go up 15 cents to $2.90 Next month, the MTA board will vote on whether or not to approve the rate hikes

Manai lives in Bay Ridge and says she relies on trains to attend college at New York City College of Technology.

“As a student, it will be difficult [when] combined with the financial challenges of college,” Manai said.

Under the MTA's proposal, the cost of a subway ride would go up 15 cents to $2.90.

A seven-day unlimited pass would go up $1.

A 30-day unlimited pass would increase by $5.

A single express bus ride would rise to $7.

And a seven-day unlimited express bus pass would go up $2.

The MTA proposes fare hikes every other year, but they were on hold due to the COVID-19 pandemic. People testifying on Monday say now is not the time to bring them back.

“[The] majority of New Yorkers who rely on public transportation, such as myself, are struggling in all aspects of life,” student Betsey Lindor from Pelham Bay said.

The MTA is also proposing E-ZPass toll hikes, which would apply to all MTA bridges and tunnels.

The MTA says customers are actually getting a bit of a break. But Lindor disagrees, saying New Yorkers are going to bear the brunt of the proposed fare hikes.

“Raising the fares to me means more financial stress,” Lindor said.

Manai, a student getting her degree in applied chemistry, says the fare increases could sabotage her dreams.

“My livelihood depends on the train,” Manai said.

Other concerns from riders include intermittent service and fare evasion, and how both of those things play into the fare hikes.

Next month, the MTA board will vote on whether or not to approve the rate hikes.",https://ny1.com/nyc/all-boroughs/traffic_and_transit/2023/06/27/commuters-share-their-opinions-on-proposed-mta-fare-and-toll-hikes
MTA: No additional fare hikes expected for now,2024-07-31 00:00:00,"No additional fare hikes, service cuts or job cuts are being considered at this point by the MTA despite a significant expected budget deficit in a couple of years, MTA Chair and CEO Janno Lieber said at the agency’s monthly board meeting Wednesday.

The MTA’s operating budget, used to service debt and pay workers among other expenses, is expected to take a hit of $400 million by 2027 and 2028.

What You Need To Know No additional fare hikes, service cuts or job cuts are being considered at this point by the MTA despite a significant expected budget deficit in a couple of years, MTA Chair and CEO Janno Lieber said at the agency’s monthly board meeting Wednesday



The MTA’s operating budget, used to service debt and pay workers, is expected to take a hit of $400 million by 2027 and 2028



Lower-than-projected real estate tax receipts and fare evasion are currently being blamed for the future deficits to the operating budget

Lower-than-projected real estate tax receipts and fare evasion are currently being blamed for the future deficits to the operating budget.

Although congestion pricing funding wasn’t assumed as part of that plan, the MTA did admit the $15 billion in funding lost when Gov. Kathy Hochul put congestion pricing on pause could be felt by next year.

“The risk that congestion pricing will not be unpaused or that funding not be addressed is a huge risk to our operating budget as well as our capital program,” Lieber said.

More money could need to be spent on emergency overtime to fix old equipment, with MTA employees who work on capital projects shifted to other jobs. There’s also the loss of what was projected to be 1.25% increase in ridership from people switching to mass transit due to congestion pricing.

In all, it could add up to an estimated $340 million a year in losses.

Additionally, if the MTA needs to borrow more money in the future, that debt would be paid for from the operating budget.

“Extra debt service burdens the operating budget, and it forces the board — that will force the board again to deal with the grim options: layoffs, service cuts, fare hikes,” Lieber said. “I think when the last capital program was under discussion, the then-governor said congestion pricing was the alternative to a 30% fare hike.”

The MTA’s next fare hike is set to start in 2025, increasing 4% from the current $2.90 to approximately $3, according to the MTA.

Despite officials saying that effects from the congestion pricing pause wouldn’t be felt until next year, some have argued that those effects are already being felt. On Sunday, the MTA announced it was nixing additional express bus service from Brooklyn, Queens and Staten Island, citing that the routes were operating with the assumption congestion pricing would move forward. Lieber said the express service was no longer needed since congestion pricing is not currently going forward.

Bus service cuts are also at the center of a lawsuit brought by the Transport Workers Union and Public Advocate Jumaane Williams.

The MTA did admit to being conservative with its fiscal numbers and claimed to have new ways to fight fare evasion that will help with their deficit.

Last year, Hochul said she had saved the MTA from a fiscal cliff with five years of balanced budgets but that has now dropped to four years. Hochul vowed to fill the funding void left when she shelved congestion pricing.",https://ny1.com/nyc/all-boroughs/traffic_and_transit/2024/07/31/mta-no-fare-hikes-cuts-despite-budget-deficit
